state,school_year,sy_end,page_url,file_url_or_steps,file_format,statewide_file,district_level,black_rows,hispanic_rows,white_rows,subgroup_evidence,proficiency_label,proficient_levels,suppression,hs_test_math,hs_test_rla,hs_grade,test_replacement_2022_2025,replacement_source,usable,notes
AZ,2023-24,2024,https://www.azed.gov/accountability-research/data,State Assessment Public Files > 'Assessments 2024': https://www.azed.gov/sites/default/files/2024/09/math_ela_assessmentsfy24.xlsx,XLSX,yes,expected (LEA tab),unverified,unverified,unverified,"Not confirmed without opening. ADE describes its earlier combined public files (2019) as having separate tabs by school, LEA, county and state; the FY22-25 layout was not seen",Minimally Proficient / Partially Proficient / Proficient / Highly Proficient,Proficient + Highly Proficient,'*' = numbers under 11 not reported (FERPA) (page note under Assessments 2021-2023; same file series),ACT Aspire (grade 9) and ACT (grade 11),ACT Aspire (grade 9) and ACT (grade 11),9 and 11,none (ACT Aspire kept for grade 9 'for the life of our contract' though discontinued nationally),"https://www.azed.gov/assessment/act-aspire ; https://www.azed.gov/assessment/act (search-index copies for spring 2022: ACT grade 11 Cohort 2023, ACT Aspire grade 9 Cohort 2025); https://www.azed.gov/sites/default/files/2022/08/ACT-ACT%20Aspire%20Comparison%202022-2023.pdf (now 404)",probable (LEA x race rows and HS test inclusion to confirm in one file),azed.gov blocks non-browser requests (Cloudflare); page read in Chrome. 2022 file is marked 'redacted'.
AZ,2024-25,2025,https://www.azed.gov/accountability-research/data,State Assessment Public Files > 'Assessments 2025': https://www.azed.gov/sites/default/files/2025/10/math_ela_assessmentsfy25.xlsx,XLSX,yes,expected (LEA tab),unverified,unverified,unverified,"Not confirmed without opening. ADE describes its earlier combined public files (2019) as having separate tabs by school, LEA, county and state; the FY22-25 layout was not seen",Minimally Proficient / Partially Proficient / Proficient / Highly Proficient,Proficient + Highly Proficient,'*' = numbers under 11 not reported (FERPA) (page note under Assessments 2021-2023; same file series),ACT Aspire (grade 9) and ACT (grade 11),ACT Aspire (grade 9) and ACT (grade 11),9 and 11,none (ACT Aspire kept for grade 9 'for the life of our contract' though discontinued nationally),"https://www.azed.gov/assessment/act-aspire ; https://www.azed.gov/assessment/act (search-index copies for spring 2022: ACT grade 11 Cohort 2023, ACT Aspire grade 9 Cohort 2025); https://www.azed.gov/sites/default/files/2022/08/ACT-ACT%20Aspire%20Comparison%202022-2023.pdf (now 404)",probable (LEA x race rows and HS test inclusion to confirm in one file),azed.gov blocks non-browser requests (Cloudflare); page read in Chrome. 2022 file is marked 'redacted'.
AR,2021-22,2022,https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment-test-scores/2022,"Summary post-appeals: https://dese.ade.arkansas.gov/Files/2021-2022_ACT_Aspire_Summary_Post_Appeals_Scores_LS.xlsx ; 'Reporting Categories, Avg Scale Scores, and Demographics': https://dese.ade.arkansas.gov/Files/2021-2022_ACT_Aspire_Preliminary_Scores_Added_Sheets_LS.xlsx",XLSX,yes (all-students summaries),yes (district and school summaries),"possible (2021-22 'Demographics' sheet, not opened)",possible,possible,File titles and page text describe district/school score summaries by grade (plus 'No Grade' and COOP/County versions); no race/ethnicity file listed except the 2021-22 added-sheets title. Subgroups appear on My School Info report cards (per district) or by data request form,In Need of Support / Close / Ready / Exceeding,Ready + Exceeding,'N<10' = 10 or fewer students tested (page note),ACT Aspire,ACT Aspire,ACT Aspire grades 9-10,none,"https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment/atlas-assessment-overview ('Beginning in the Spring of 2024, ... ATLAS will serve as the statewide student assessment system'); https://oep.uark.edu/how-are-arkansas-students-doing-2025-atlas-results-are-in/",unclear (open the Demographics sheet to check),"Grade 11 ACT district summaries are also posted but ACT is not the ESSA test. U of A Office for Education Policy reposts district files (oep.uark.edu), all students."
AR,2022-23,2023,https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment-test-scores/2023,Post-corrections summary: https://dese.ade.arkansas.gov/Files/ACT_Aspire_Post-Corrections_Summary_10102023_PSA.xlsx,XLSX,yes (all-students summaries),yes (district and school summaries),not found,not found,not found,File titles and page text describe district/school score summaries by grade (plus 'No Grade' and COOP/County versions); no race/ethnicity file listed except the 2021-22 added-sheets title. Subgroups appear on My School Info report cards (per district) or by data request form,In Need of Support / Close / Ready / Exceeding,Ready + Exceeding,'N<10' = 10 or fewer students tested (page note),ACT Aspire,ACT Aspire,ACT Aspire grades 9-10,none,"https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment/atlas-assessment-overview ('Beginning in the Spring of 2024, ... ATLAS will serve as the statewide student assessment system'); https://oep.uark.edu/how-are-arkansas-students-doing-2025-atlas-results-are-in/",no subgroup file found,"Grade 11 ACT district summaries are also posted but ACT is not the ESSA test. U of A Office for Education Policy reposts district files (oep.uark.edu), all students."
AR,2023-24,2024,https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment-test-scores/2024,Post-appeals summary: https://dese.ade.arkansas.gov/Files/Atlas_Summary_10182024_PSA.xlsx,XLSX,yes (all-students summaries),yes (district and school summaries),not found,not found,not found,File titles and page text describe district/school score summaries by grade (plus 'No Grade' and COOP/County versions); no race/ethnicity file listed except the 2021-22 added-sheets title. Subgroups appear on My School Info report cards (per district) or by data request form,Level 1-4,Level 3 + Level 4,'N<10' = 10 or fewer students tested (page note),ATLAS,ATLAS,ATLAS (page heading 'ATLAS 3-10 and EOC'),2024: ATLAS replaced ACT Aspire as the statewide assessment,"https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment/atlas-assessment-overview ('Beginning in the Spring of 2024, ... ATLAS will serve as the statewide student assessment system'); https://oep.uark.edu/how-are-arkansas-students-doing-2025-atlas-results-are-in/",no subgroup file found,"Grade 11 ACT district summaries are also posted but ACT is not the ESSA test. U of A Office for Education Policy reposts district files (oep.uark.edu), all students."
AR,2024-25,2025,https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment-test-scores/2025,Post-corrections summary: https://dese-admin.ade.arkansas.gov/Files/ATLAS_Summary_Post-Corrections_Scores_Spring_2025_PSA.xlsx,XLSX,yes (all-students summaries),yes (district and school summaries),not found,not found,not found,File titles and page text describe district/school score summaries by grade (plus 'No Grade' and COOP/County versions); no race/ethnicity file listed except the 2021-22 added-sheets title. Subgroups appear on My School Info report cards (per district) or by data request form,Level 1-4,Level 3 + Level 4,'N<10' = 10 or fewer students tested (page note),ATLAS,ATLAS,ATLAS ELA grades 9-10; math Algebra 1 and Geometry EOC,none found (ATLAS second year); whether 2024 HS math was grade 9-10 or EOC not confirmed,"https://dese.ade.arkansas.gov/Offices/public-school-accountability/assessment/atlas-assessment-overview ('Beginning in the Spring of 2024, ... ATLAS will serve as the statewide student assessment system'); https://oep.uark.edu/how-are-arkansas-students-doing-2025-atlas-results-are-in/",no subgroup file found,"Grade 11 ACT district summaries are also posted but ACT is not the ESSA test. U of A Office for Education Policy reposts district files (oep.uark.edu), all students."
CA,2021-22,2022,https://caaspp-elpac.ets.org/caaspp/ResearchFileListSB?ps=true&lstTestYear=2022&lstTestType=B&lstCounty=00&lstDistrict=00000,"Statewide, All Student Groups, caret-delimited: https://caaspp-elpac.ets.org/caaspp/researchfiles/sb_ca2022_all_csv_v1.zip (ELA only sb_ca2022_all_csv_ela_v1.zip; math only sb_ca2022_all_csv_math_v1.zip); entities list sb_ca2022entities_csv.zip; layout on the ResearchFileFormatSB page","ZIP of caret-delimited text (also fixed-width TXT, Access MDB)",yes,"yes (state, county, district, school records)",yes (Student Group ID 074),yes (078),yes (080),"Research file format page Table A (2024-25) lists 074 Black or African American, 078 Hispanic or Latino, 080 White",Standard Exceeded / Met / Nearly Met / Not Met; field 'Percentage Standard Met and Above',Standard Met + Standard Exceeded,No scores reported for any group with fewer than 11 students,Smarter Balanced Mathematics grade 11,Smarter Balanced ELA/Literacy grade 11,11 (Grade code 11),none,"https://caaspp-elpac.ets.org/caaspp/ResearchFileFormatSB?ps=true&lstTestYear=2025&lstTestType=B (Table C: SB ELA, SB Mathematics)",yes,2021-22 all-groups CSV zip listed at 83 MB; 2022-23 at 88 MB. Table A read for 2024-25 only; per-year layout files posted.
CA,2022-23,2023,https://caaspp-elpac.ets.org/caaspp/ResearchFileListSB?ps=true&lstTestYear=2023&lstTestType=B&lstCounty=00&lstDistrict=00000,"Statewide, All Student Groups, caret-delimited: https://caaspp-elpac.ets.org/caaspp/researchfiles/sb_ca2023_all_csv_v1.zip (ELA only sb_ca2023_all_csv_ela_v1.zip; math only sb_ca2023_all_csv_math_v1.zip); entities list sb_ca2023entities_csv.zip; layout on the ResearchFileFormatSB page","ZIP of caret-delimited text (also fixed-width TXT, Access MDB)",yes,"yes (state, county, district, school records)",yes (Student Group ID 074),yes (078),yes (080),"Research file format page Table A (2024-25) lists 074 Black or African American, 078 Hispanic or Latino, 080 White",Standard Exceeded / Met / Nearly Met / Not Met; field 'Percentage Standard Met and Above',Standard Met + Standard Exceeded,No scores reported for any group with fewer than 11 students,Smarter Balanced Mathematics grade 11,Smarter Balanced ELA/Literacy grade 11,11 (Grade code 11),none,"https://caaspp-elpac.ets.org/caaspp/ResearchFileFormatSB?ps=true&lstTestYear=2025&lstTestType=B (Table C: SB ELA, SB Mathematics)",yes,2021-22 all-groups CSV zip listed at 83 MB; 2022-23 at 88 MB. Table A read for 2024-25 only; per-year layout files posted.
CA,2023-24,2024,https://caaspp-elpac.ets.org/caaspp/ResearchFileListSB?ps=true&lstTestYear=2024&lstTestType=B&lstCounty=00&lstDistrict=00000,"Statewide, All Student Groups, caret-delimited: https://caaspp-elpac.ets.org/caaspp/researchfiles/sb_ca2024_all_csv_v1.zip (ELA only sb_ca2024_all_csv_ela_v1.zip; math only sb_ca2024_all_csv_math_v1.zip); entities list sb_ca2024entities_csv.zip; layout on the ResearchFileFormatSB page","ZIP of caret-delimited text (also fixed-width TXT, Access MDB)",yes,"yes (state, county, district, school records)",yes (Student Group ID 074),yes (078),yes (080),"Research file format page Table A (2024-25) lists 074 Black or African American, 078 Hispanic or Latino, 080 White",Standard Exceeded / Met / Nearly Met / Not Met; field 'Percentage Standard Met and Above',Standard Met + Standard Exceeded,No scores reported for any group with fewer than 11 students,Smarter Balanced Mathematics grade 11,Smarter Balanced ELA/Literacy grade 11,11 (Grade code 11),none,"https://caaspp-elpac.ets.org/caaspp/ResearchFileFormatSB?ps=true&lstTestYear=2025&lstTestType=B (Table C: SB ELA, SB Mathematics)",yes,2021-22 all-groups CSV zip listed at 83 MB; 2022-23 at 88 MB. Table A read for 2024-25 only; per-year layout files posted.
CA,2024-25,2025,https://caaspp-elpac.ets.org/caaspp/ResearchFileListSB?ps=true&lstTestYear=2025&lstTestType=B&lstCounty=00&lstDistrict=00000,"Statewide, All Student Groups, caret-delimited: https://caaspp-elpac.ets.org/caaspp/researchfiles/sb_ca2025_all_csv_v1.zip (ELA only sb_ca2025_all_csv_ela_v1.zip; math only sb_ca2025_all_csv_math_v1.zip); entities list sb_ca2025entities_csv.zip; layout on the ResearchFileFormatSB page","ZIP of caret-delimited text (also fixed-width TXT, Access MDB)",yes,"yes (state, county, district, school records)",yes (Student Group ID 074),yes (078),yes (080),"Research file format page Table A (2024-25) lists 074 Black or African American, 078 Hispanic or Latino, 080 White",Standard Exceeded / Met / Nearly Met / Not Met; field 'Percentage Standard Met and Above',Standard Met + Standard Exceeded,No scores reported for any group with fewer than 11 students,Smarter Balanced Mathematics grade 11,Smarter Balanced ELA/Literacy grade 11,11 (Grade code 11),none,"https://caaspp-elpac.ets.org/caaspp/ResearchFileFormatSB?ps=true&lstTestYear=2025&lstTestType=B (Table C: SB ELA, SB Mathematics)",yes,2021-22 all-groups CSV zip listed at 83 MB; 2022-23 at 88 MB. Table A read for 2024-25 only; per-year layout files posted.
CO,2021-22,2022,https://ed.cde.state.co.us/fs/pages/2240,'2022 PSAT and SAT Math District and School Achievement Results Disaggregated by Subgroups (XLS)': https://ed.cde.state.co.us/fs/resource-manager/view/d25d281c-a6ba-40c4-8c99-d43231019fa5 ; 'Reading and Writing ... Disaggregated by Subgroups (XLS)': https://ed.cde.state.co.us/fs/resource-manager/view/11cb7358-aa57-4b7d-aad8-2eaaa851e544,XLS/XLSX,yes,yes (district and school),expected,expected,expected,File titles 'District and School Achievement Results Disaggregated by Subgroups'; subgroup list not viewed,Met or exceeded the state's college readiness benchmark (Chalkbeat 2024 description of CDE public results),Met or exceeded benchmark (single cut),'--' = group too small to display (SchoolView note); numeric threshold not stated on the page,SAT Math (grade 11); PSAT grades 9-10,SAT Reading and Writing (grade 11); PSAT grades 9-10,11 (SAT); PSAT 9 and 10 in the same files,none,https://www.cde.state.co.us/communications/newsrelease-collegeboardrecommended ; https://www.cde.state.co.us/communications/news-release-91124-september-sbe ; https://www.chalkbeat.org/colorado/2024/07/02/colorado-preliminary-state-tests-sat-scores-concern-officials/,yes (single-cut benchmark share; flag 2024 digital transition),CMAS ELA/math cover grades 3-8 only. Benchmark definition and n-size to be read from the file's notes.
